Description,IncidentCategory
"In the courtyard, a student is stung by a swarm of bees and shows signs of an allergic reaction. Urgent medical help is crucial.",2
"In the language lab, a student accidentally ingests a foreign substance. They're in distress, and quick medical attention is vital.",2
Witnessing a sudden collapse near the staircase. Swiftly reaching for my phone to call for urgent help.,2
"Chaos erupts as a student falls unconscious in the cafeteria. Grabbing attention, urgently pleading for assistance.",2
"A sudden fall, a student writhing in pain. Urgently dialing for medical assistance.",2
"In a bustling corridor, I spot someone collapsing, gasping for breath. Swiftly dialing emergency services; panic sets in.",2
"In the dormitory, a student complains of severe abdominal pain. They are doubled over and need medical assistance promptly.",2
A health crisis interrupts a group discussion in the courtyard. Swiftly reaching out for assistance.,2
"In the courtyard, a student is stung by a wasp and exhibits signs of an allergic reaction. Urgent medical help is crucial.",2
"In the courtyard, a student is stung by a swarm of bees and shows signs of an allergic reaction. Urgent medical help is crucial.",2
"Witnessing a student having a seizure in the computer lab. It's a distressing scene, and immediate medical attention is crucial.",2
"A sudden commotion - a person clutching their chest in the lecture hall. Dialing 999, urgency escalating.",2
"At the staircase, a student falls and hits their head. There's a visible injury, and urgent medical attention is required.",2
"A sudden collapse in the music room. Urgently reaching for my phone, anxiety mounting.",2
"In the physics lab, a student collapses due to exhaustion and dehydration. They need hydration and rest immediately.",2
"In the common area, a student clutches their abdomen, in evident pain. Urgently seeking assistance.",2
"At the staircase, a student falls and hits their head. There's a visible injury, and urgent medical attention is required.",2
"Spotting a student in visible pain, clutching their stomach in the lounge. Urgently seeking emergency aid.",2
Panic sets in as a student collapses near the water fountain. Dialing for help urgently.,2
"On the sports field, a student has taken a hard fall during a game. They lie motionless, and teammates signal for help. Swift response necessary!",2
"In the physics lab, a student gets a paper cut that starts bleeding profusely. Quick first aid is necessary to stop the bleeding.",2
"In the dormitory, a student reports feeling chest pain and tightness. Urgent medical attention is needed to assess the situation.",2
"At the campus pond, a student falls in and is struggling to stay afloat. Immediate rescue efforts are necessary.",2
"Chaos erupts as a student falls unconscious in the cafeteria. Grabbing attention, urgently pleading for assistance.",2
"A sudden fall, a student writhing in pain. Urgently dialing for medical assistance.",2
"In the outdoor seating area, a student struggles to breathe. Urgently reaching for my phone, anxiety mounting.",2
A sudden collapse disrupts the peaceful atmosphere of the outdoor seating area. Urgently seeking assistance.,2
A student exhibits signs of a severe allergic reaction in the lab. Hastily reaching out for emergency assistance.,2
"In the cafeteria, a fellow student appears to be choking on their lunch. They are gesturing for help, struggling to breathe. Quick intervention needed!",2
"In the courtyard, a student has a sudden nosebleed that won't stop. They require immediate assistance and medical attention.",2
"Witnessing a student seizing near the staircase. Dialing for help urgently, urgency intensifying.",2
"In the courtyard, a student is stung by a swarm of bees and shows signs of an allergic reaction. Urgent medical help is crucial.",2
"Spotting a student in visible pain, clutching their stomach in the lounge. Hastily seeking emergency aid.",2
"In the courtyard, a student is experiencing difficulty breathing, clutching their throat. Suspected choking situation – rapid intervention required!",2
"In the courtyard, a student is experiencing difficulty breathing, clutching their throat. Suspected choking situation – rapid intervention required!",2
"In the music room, a student complains of sudden and severe chest pain. Urgent medical attention is needed to assess the situation.",2
A sudden collapse in the music room. Dialing for urgent medical assistance.,2
"Witnessing a student having a diabetic emergency in the cafeteria. They need insulin urgently, and medical help is paramount.",2
